OTU	MQ210406-101	MQ210406-102	MQ210406-103	MQ210406-104	MQ210406-105	MQ210406-106	MQ210406-107	MQ210406-113	MQ210406-116	MQ210406-119	MQ210406-12	MQ210406-137	MQ210406-13	MQ210406-140	MQ210406-159	MQ210406-160	MQ210406-19	MQ210406-1	MQ210406-20	MQ210406-21	MQ210406-22	MQ210406-23	MQ210406-24	MQ210406-31	MQ210406-32	MQ210406-33	MQ210406-34	MQ210406-35	MQ210406-36	MQ210406-37	MQ210406-38	MQ210406-39	MQ210406-40	MQ210406-41	MQ210406-48	MQ210406-49	MQ210406-50	MQ210406-51	MQ210406-52	MQ210406-53	MQ210406-54	MQ210406-55	MQ210406-56	MQ210406-57	MQ210406-58	MQ210406-59	MQ210406-60	MQ210406-61	MQ210406-62	MQ210406-63	MQ210406-66	MQ210406-67	MQ210406-68	MQ210406-69	MQ210406-75	MQ210406-78	MQ210406-81	MQ210406-82	MQ210406-83	MQ210406-84	MQ210406-86	MQ210406-87	MQ210406-89	MQ210406-90	MQ210406-91	MQ210406-92	MQ210406-93	MQ210406-94	MQ210406-9	Kingdom	Phylum	Class	Order	Family	Genus	Species
Zotu9281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Lentimicrobiaceae	g__Lentimicrobium	s__
Zotu9282	0	1	1	2	21	0	0	0	0	0	5	0	1	0	0	0	0	1	6	0	0	2	12	21	0	28	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	8	5	9	0	0	4	0	1	0	0	0	0	d__Bacteria	p__Proteobacteria	c__	o__	f__	g__	s__
Zotu9283	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	2	8	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	6	0	0	7	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	d__Bacteria	p__Chloroflexi	c__AD3	o__AD3	f__AD3	g__AD3	s__
Zotu9284	0	0	1	0	1	0	1	0	0	1	4	0	3	0	0	0	0	4	1	0	0	1	1	0	1	3	0	0	0	4	1	0	2	0	0	2	0	0	0	3	1	0	3	0	1	0	1	0	0	0	1	2	1	0	0	0	1	0	1	1	0	3	3	1	0	0	1	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__	s__
Zotu9285	0	0	1	6	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	2	10	1	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	3	0	1	4	0	0	0	0	1	0	2	0	1	0	0	2	4	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Roseiarcus	s__
Zotu9286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
Zotu9287	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	3	0	7	0	0	1	0	2	2	5	0	0	0	0	3	0	1	0	11	8	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Elsterales	f__	g__	s__
Zotu9288	0	0	0	0	0	1	0	0	0	43	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__	g__	s__
Zotu9289	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	3	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	4	0	1	3	0	1	1	2	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	s__
Zotu9290	1	0	1	0	1	0	0	0	0	0	6	0	2	0	0	0	0	5	4	2	0	0	1	2	0	6	1	0	0	9	2	0	0	0	0	17	0	0	0	3	5	0	14	11	2	4	2	1	6	3	7	2	2	1	0	0	2	1	9	1	0	1	0	4	1	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
Zotu9291	1	0	4	1	1	0	0	0	0	0	0	0	2	0	0	0	0	2	2	1	0	6	5	1	0	1	2	0	0	1	3	1	1	0	0	2	0	0	0	4	2	0	4	1	0	2	2	0	0	3	6	2	1	2	0	0	1	0	1	0	0	1	4	4	5	0	0	0	0	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Isosphaerales	f__Isosphaeraceae	g__Aquisphaera	s__
Zotu9292	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	10	10	0	0	2	0	0	12	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu9293	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	1	0	0	0	2	0	0	0	0	2	0	0	0	8	1	0	0	1	0	2	0	0	0	2	0	1	0	1	0	0	0	0	1	2	0	1	3	0	1	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
Zotu9294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Elsterales	f__	g__	s__
Zotu9295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	d__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__	f__	g__	s__
Zotu9296	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	1	0	0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__[Agitococcus]_lubricus_group	s__
Zotu9297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Thermovirga	s__
Zotu9298	0	0	9	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__	s__
Zotu9299	0	0	1	3	4	0	1	0	0	0	4	0	9	0	0	0	0	5	5	0	0	2	0	5	0	5	10	1	0	6	7	2	4	0	0	1	0	1	0	7	0	1	3	0	1	0	3	3	8	0	0	12	8	0	0	0	4	5	3	7	2	2	15	4	2	0	0	0	0	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Isosphaerales	f__Isosphaeraceae	g__	s__
Zotu9300	4	0	1	2	4	0	0	0	0	0	3	0	2	0	0	0	0	3	2	2	0	0	3	5	0	1	0	0	0	5	2	0	2	0	0	3	0	0	0	12	1	0	1	3	0	0	5	0	6	4	1	5	5	2	0	0	9	0	0	2	4	0	8	5	6	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__IMCC26256	f__IMCC26256	g__IMCC26256	s__
Zotu9301	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	4	2	4	0	0	3	1	0	1	0	0	1	1	0	2	0	0	0	6	0	0	0	0	0	0	6	0	4	0	4	0	0	0	0	1	2	0	0	0	2	5	2	1	0	0	4	2	1	0	0	0	2	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Candidatus_Udaeobacter	s__
Zotu9302	0	0	8	2	11	0	0	0	0	0	0	0	2	0	0	0	0	2	8	0	0	0	2	3	0	3	1	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	7	2	0	1	2	1	4	0	0	4	4	1	0	0	0	3	4	4	1	0	15	2	5	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu9303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	6	0	8	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	d__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__Ktedonobacterales	f__Ktedonobacteraceae	g__HSB_OF53-F07	s__
Zotu9304	3	0	2	0	5	0	0	0	0	1	5	0	7	0	1	0	0	13	1	0	0	7	5	10	0	12	5	0	0	2	1	3	1	0	0	1	0	0	0	7	2	1	11	3	4	4	3	2	0	5	8	8	8	3	0	0	14	5	7	14	1	14	5	5	12	1	1	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__	s__
Zotu9305	27	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	4	1	0	0	0	0	0	0	11	0	0	1	1	0	0	1	5	2	10	2	0	1	2	0	0	0	0	0	0	23	9	0	3	0	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu9306	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__
Zotu9307	3	0	5	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	9	0	0	0	0	3	0	0	0	3	4	0	0	0	1	0	1	0	0	7	2	1	0	0	0	0	1	0	2	0	1	7	0	0	0	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__
Zotu9308	1	0	4	1	1	0	0	0	0	0	2	0	1	0	0	0	0	1	1	4	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	2	3	0	2	0	0	0	0	0	0	1	0	2	2	1	0	2	1	1	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__WD260	f__WD260	g__WD260	s__
Zotu9309	5	0	2	38	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	30	8	17	0	1	0	0	0	0	43	0	1	0	0	4	0	0	0	16	3	0	3	11	0	1	0	3	6	5	3	8	4	0	0	0	3	2	17	0	16	22	1	7	27	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae___Subgroup_1__	g__Occallatibacter	s__
Zotu9310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu9311	0	0	6	1	9	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	2	1	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	5	2	0	0	2	1	0	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu9312	1	0	0	1	2	0	0	0	0	0	1	0	4	0	0	0	0	6	7	1	0	0	0	2	0	3	1	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0	1	3	0	0	1	0	0	1	0	5	12	2	0	0	4	0	1	5	2	1	4	2	1	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__	s__
Zotu9313	0	6	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	1	5	0	0	0	0	8	2	0	9	3	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__	g__	s__
Zotu9314	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaeraceae	s__
Zotu9315	4	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	2	0	0	1	0	0	0	0	2	2	0	3	5	3	1	5	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Roseiarcus	s__
Zotu9316	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	2	1	0	1	1	2	0	0	0	4	0	0	1	0	0	4	1	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Xanthobacteraceae	s__
Zotu9317	0	0	1	4	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	3	5	0	2	0	0	1	0	0	0	3	1	0	0	2	0	0	2	0	2	1	0	2	2	2	0	0	0	0	2	0	1	0	1	4	0	0	0	0	0	d__Bacteria	p__Chloroflexi	c__AD3	o__AD3	f__AD3	g__AD3	s__
Zotu9318	8	0	10	27	2	0	0	0	0	0	8	0	2	0	0	0	0	11	2	4	0	10	18	10	0	0	0	0	0	0	6	4	3	0	0	11	0	0	0	28	4	0	1	4	3	2	5	0	4	7	1	4	4	2	0	0	10	0	7	3	10	7	2	2	8	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__	f__	g__	s__
Zotu9319	1	1	1	0	1	0	0	0	0	0	22	0	2	0	0	0	0	0	2	5	0	0	1	1	0	1	0	0	0	1	8	5	1	0	0	0	0	0	0	3	12	0	1	3	0	0	4	4	8	0	0	0	0	0	0	0	1	0	6	0	2	0	2	4	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
Zotu9320	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	1	0	8	0	0	0	0	0	0	2	1	0	0	4	0	4	0	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Elsterales	f__	g__	s__
Zotu9321	1	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	4	0	0	2	0	0	0	1	0	0	0	1	6	2	1	6	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Roseiarcus	s__
Zotu9322	0	0	69	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	1	0	0	0	4	0	0	0	5	0	0	0	1	0	0	1	1	1	7	0	0	1	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
Zotu9323	2	0	2	1	17	1	2	0	0	0	7	0	8	0	0	0	0	8	33	4	0	0	8	3	2	12	14	2	2	4	21	6	2	0	0	6	2	2	0	15	6	0	9	5	3	2	10	2	9	10	5	8	12	6	0	0	7	0	2	8	1	9	12	10	10	0	0	0	1	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
Zotu9324	4	0	13	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	10	0	0	7	13	0	1	0	0	0	5	0	1	1	0	0	27	0	0	0	26	0	0	4	13	4	1	18	17	1	4	3	4	8	5	0	0	30	1	16	1	0	14	5	7	5	0	0	0	0	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__	s__
Zotu9325	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaeraceae	s__
Zotu9326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Thermovirga	s__
Zotu9327	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	5	1	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__WD260	f__WD260	g__WD260	s__
Zotu9328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu9329	0	0	5	0	9	0	0	0	0	0	4	0	16	0	0	0	0	8	15	5	0	0	6	5	0	6	3	0	0	28	3	9	15	0	0	4	0	0	0	12	22	0	8	3	0	0	12	1	19	0	0	13	11	3	0	0	4	1	0	12	7	0	17	7	11	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Conexibacter	s__
Zotu9330	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	2	0	1	0	0	0	2	3	0	1	0	0	1	0	0	0	0	9	0	2	0	0	0	2	0	4	0	0	0	0	2	0	0	0	1	1	2	1	1	0	1	2	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu9331	0	2	25	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	0	0	12	7	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	15	0	2	1	1	0	2	0	0	2	4	0	2	7	0	0	0	1	0	10	0	0	0	2	7	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__	s__
Zotu9332	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	14	0	2	7	7	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	18	1	1	4	5	1	0	0	0	1	12	15	1	0	6	4	0	13	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu9333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	d__Bacteria	p__Desulfobacterota	c__Syntrophia	o__Syntrophales	f__Smithellaceae	g__Smithella	s__
Zotu9334	2	0	8	2	0	0	0	0	0	0	5	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	23	0	0	0	5	3	0	1	11	1	1	0	0	0	3	2	2	1	1	0	0	2	0	1	0	5	5	0	5	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Roseiarcus	s__
Zotu9335	0	0	2	1	1	0	0	0	0	0	5	0	13	0	0	0	0	8	0	1	0	0	0	0	0	0	0	1	0	15	0	13	1	0	0	2	0	0	1	5	0	0	6	4	4	0	4	11	4	0	0	15	17	3	0	0	11	0	2	4	1	0	4	25	1	0	0	0	1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_Incertae_Sedis	f__	g__Acidibacter	s__
Zotu9336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	d__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
Zotu9337	0	0	3	8	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Elsterales	f__	g__	s__
Zotu9339	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	2	0	1	1	0	0	1	0	0	0	0	0	3	0	0	1	2	0	0	0	0	1	0	2	3	0	1	0	0	0	1	0	0	0	2	4	0	1	1	0	0	1	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__
Zotu9340	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	4	3	0	3	6	0	0	1	3	0	1	1	0	1	2	0	0	0	1	2	0	0	2	0	1	1	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu9341	1	0	1	23	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	10	0	0	0	0	5	0	0	0	6	1	0	0	2	0	8	2	1	0	0	1	0	2	0	0	0	2	0	1	0	2	5	1	5	0	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu9342	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	3	2	2	0	0	2	0	0	0	4	0	0	0	1	0	0	2	0	3	1	0	5	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	d__Bacteria	p__Chloroflexi	c__AD3	o__AD3	f__AD3	g__AD3	s__
Zotu9343	1	14	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	3	15	0	0	0	0	10	8	0	9	11	12	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__	f__	g__	s__
Zotu9344	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	11	0	0	1	0	5	0	5	0	0	0	0	1	8	2	0	0	3	0	0	0	3	0	6	5	1	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Elsterales	f__	g__	s__
Zotu9345	6	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	1	0	0	5	0	7	4	3	0	0	2	0	1	1	0	0	4	1	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu9346	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	4	0	4	0	2	9	0	2	19	0	0	0	0	d__Bacteria	p__RCP2-54	c__RCP2-54	o__RCP2-54	f__RCP2-54	g__RCP2-54	s__
Zotu9347	3	0	5	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0	3	6	2	0	0	0	0	0	0	0	8	2	0	1	2	1	1	2	0	0	5	0	7	0	0	0	0	1	1	3	3	0	4	1	3	5	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__
