OTU	MQ210406-101	MQ210406-102	MQ210406-103	MQ210406-104	MQ210406-105	MQ210406-106	MQ210406-107	MQ210406-113	MQ210406-116	MQ210406-119	MQ210406-12	MQ210406-137	MQ210406-13	MQ210406-140	MQ210406-159	MQ210406-160	MQ210406-19	MQ210406-1	MQ210406-20	MQ210406-21	MQ210406-22	MQ210406-23	MQ210406-24	MQ210406-31	MQ210406-32	MQ210406-33	MQ210406-34	MQ210406-35	MQ210406-36	MQ210406-37	MQ210406-38	MQ210406-39	MQ210406-40	MQ210406-41	MQ210406-48	MQ210406-49	MQ210406-50	MQ210406-51	MQ210406-52	MQ210406-53	MQ210406-54	MQ210406-55	MQ210406-56	MQ210406-57	MQ210406-58	MQ210406-59	MQ210406-60	MQ210406-61	MQ210406-62	MQ210406-63	MQ210406-66	MQ210406-67	MQ210406-68	MQ210406-69	MQ210406-75	MQ210406-78	MQ210406-81	MQ210406-82	MQ210406-83	MQ210406-84	MQ210406-86	MQ210406-87	MQ210406-89	MQ210406-90	MQ210406-91	MQ210406-92	MQ210406-93	MQ210406-94	MQ210406-9	Kingdom	Phylum	Class	Order	Family	Genus	Species
Zotu1269	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	53	0	2	0	5	44	0	0	1	0	0	1	4	3	0	4	9	0	2	2	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu1270	1	0	2	2	5	0	0	0	0	0	6	0	7	0	0	0	0	8	2	1	0	0	0	1	0	4	7	0	0	2	3	0	2	0	0	9	0	0	0	6	0	0	2	3	1	0	5	3	2	1	0	10	8	4	0	0	4	2	3	12	0	3	4	6	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Roseiarcus	s__
Zotu1271	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	26	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	49	0	1	0	11	48	0	2	0	0	0	0	5	3	0	4	12	0	3	3	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu1272	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	10	0	2	0	2	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	7	0	0	5	3	1	34	0	5	0	8	7	1	0	0	0	0	3	5	3	1	8	14	0	1	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu1273	2	0	2	7	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	5	5	7	0	1	2	0	0	3	0	1	0	0	0	5	0	0	0	12	1	0	2	3	2	0	0	1	0	5	1	4	2	2	0	0	8	3	12	0	1	11	0	0	5	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1274	1	0	4	5	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	14	4	0	1	0	0	0	6	1	2	1	0	0	1	0	0	0	1	3	0	1	0	1	0	2	1	8	0	0	1	12	4	0	0	3	1	7	0	1	3	3	11	8	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Conexibacter	s__
Zotu1275	7	0	2	7	2	0	0	0	0	0	1	0	0	0	0	0	0	2	2	3	0	0	19	11	0	2	0	0	0	0	1	0	1	0	0	1	1	0	0	26	0	0	1	0	8	0	4	3	2	22	7	0	12	0	0	0	2	0	2	0	9	4	7	3	1	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prolixibacteraceae	g__	s__
Zotu1277	2	0	10	10	1	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	12	5	0	0	0	0	0	11	2	3	1	0	0	2	0	0	0	13	0	0	4	6	1	0	1	4	8	1	1	5	5	1	0	0	7	0	3	1	6	3	3	3	11	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1278	6	0	4	0	3	0	0	0	0	0	1	0	1	0	0	0	0	11	0	12	0	3	3	3	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	9	0	0	5	2	2	25	2	4	1	8	8	3	1	2	0	0	3	4	5	1	6	10	5	3	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu1279	2	0	2	2	2	0	0	0	0	0	1	0	1	0	0	0	0	6	2	0	0	0	0	0	0	3	4	0	0	4	5	2	1	0	0	12	0	0	0	5	0	0	4	5	2	0	6	2	2	0	0	8	15	5	0	0	9	1	2	8	1	1	4	7	4	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Roseiarcus	s__
Zotu1280	0	0	3	1	2	0	0	0	0	0	0	0	9	0	0	0	0	1	2	3	0	1	7	0	0	5	3	0	0	4	0	1	0	0	0	6	0	0	0	9	1	0	13	3	0	0	6	1	0	0	0	2	7	2	0	0	6	2	11	4	0	5	4	5	4	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__
Zotu1281	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	22	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	46	1	1	0	4	56	0	0	0	0	0	0	4	6	0	6	8	0	0	2	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu1282	4	0	3	3	10	0	0	0	0	0	1	0	11	0	0	0	0	9	3	3	0	0	1	3	0	6	17	0	0	10	9	4	8	0	0	19	0	0	0	14	4	0	6	12	2	0	10	8	1	1	0	22	13	7	0	0	16	2	5	12	5	7	24	14	10	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Roseiarcus	s__
Zotu1283	14	0	3	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	4	0	0	0	0	0	0	1	29	0	0	0	0	4	0	0	0	23	1	0	2	4	2	2	8	0	1	14	9	0	4	2	0	0	2	1	5	0	8	16	1	2	5	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu1284	0	0	12	2	3	0	0	0	0	0	0	0	4	0	0	0	0	8	1	5	0	0	9	2	0	2	4	0	0	1	0	1	1	0	0	6	0	0	0	9	0	0	12	0	3	1	9	1	1	3	1	4	6	4	0	0	8	3	2	3	1	7	5	8	3	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__
Zotu1285	8	0	6	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	14	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	2	0	0	19	0	6	1	11	13	3	1	0	0	0	4	10	4	1	4	9	1	2	1	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Conexibacter	s__
Zotu1287	10	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	16	0	6	1	7	9	0	0	0	0	0	4	4	6	0	4	11	1	1	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu1288	8	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	8	0	1	2	1	0	0	0	0	0	2	1	1	0	0	0	3	0	0	0	12	0	0	7	2	0	21	1	5	2	6	14	2	1	3	0	0	8	7	3	2	6	16	3	1	1	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu1289	2	0	1	0	5	0	0	0	0	0	1	0	7	0	0	0	0	1	8	0	0	4	3	10	0	8	2	0	0	1	1	0	3	0	0	2	0	0	0	5	0	0	1	0	1	2	1	1	14	4	7	5	3	5	0	0	3	1	7	3	2	12	5	1	2	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1290	0	0	0	0	7	0	0	0	0	0	0	0	25	0	0	0	0	2	6	0	0	0	0	0	0	15	0	0	0	15	0	13	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	13	3	0	4	0	0	0	0	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaeraceae	s__
Zotu1291	1	0	16	4	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	6	2	0	1	0	0	0	2	4	5	3	0	0	1	0	0	0	10	0	0	2	3	0	0	2	2	11	3	0	9	3	5	0	0	3	0	6	0	4	3	4	5	7	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1292	0	7	0	0	4	0	9	0	0	0	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	3	5	0	6	6	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	10	0	0	4	5	0	0	0	1	8	1	8	0	1	5	5	1	0	0	0	0	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__
Zotu1293	40	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	6	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	26	0	0	3	1	0	0	4	0	0	30	4	2	1	1	0	0	2	0	1	0	23	14	5	4	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1294	9	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	6	0	6	0	1	4	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	1	2	2	24	3	6	1	7	11	2	1	1	0	0	3	1	4	1	11	6	0	2	0	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu1295	1	4	2	0	7	2	1	0	0	0	0	0	1	0	0	0	0	9	9	0	0	0	0	1	0	9	11	5	5	7	6	1	1	1	0	0	1	0	4	0	1	6	5	1	2	0	0	4	8	0	0	3	1	0	0	0	1	1	1	7	0	0	7	3	3	0	1	0	3	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__
Zotu1296	6	2	3	0	4	0	0	0	0	0	0	0	4	0	0	0	0	6	0	11	0	0	7	4	1	7	0	0	0	1	0	0	1	0	0	9	0	0	0	15	0	1	25	6	14	8	16	1	1	3	1	12	23	8	0	0	16	3	9	1	2	4	29	12	22	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__	f__	g__	s__
Zotu1297	1	0	7	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	6	4	0	2	0	0	0	7	4	3	1	0	0	1	0	0	0	10	1	0	1	4	0	0	3	6	7	3	2	6	4	1	0	0	4	0	4	0	5	1	6	6	6	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1298	5	1	6	0	1	0	1	0	0	0	0	0	4	0	0	0	0	4	0	9	0	0	5	7	0	10	0	0	2	4	0	3	2	0	0	10	0	0	0	25	0	0	26	4	8	8	21	2	1	8	2	10	13	7	0	0	17	6	5	4	2	2	16	31	19	0	0	0	0	d__Bacteria	p__Proteobacteria	c__	o__	f__	g__	s__
Zotu1299	10	0	5	4	5	0	0	0	0	0	0	0	2	0	0	0	0	9	4	3	0	6	0	5	0	4	3	0	0	4	6	2	2	0	0	5	0	0	1	4	0	0	0	4	3	1	3	6	9	9	12	3	5	0	0	0	4	8	8	7	7	4	4	9	5	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
Zotu1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Conexibacter	s__
Zotu1301	0	0	6	2	4	0	0	0	0	0	1	0	2	0	0	0	0	3	0	5	0	0	11	1	0	3	7	0	0	3	4	1	1	0	0	8	0	0	0	8	0	0	13	4	3	0	5	3	1	2	1	7	4	4	0	0	7	4	2	4	0	7	3	6	2	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__
Zotu1302	0	9	2	2	17	3	5	0	0	0	1	0	4	0	1	0	0	18	19	1	0	0	2	1	3	19	15	3	6	9	3	9	5	4	2	2	3	11	12	1	7	15	9	1	3	0	3	3	17	0	0	6	8	5	0	0	9	4	2	12	1	1	20	21	4	0	0	0	7	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__
Zotu1303	12	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	7	0	4	2	1	0	0	0	0	0	0	34	0	0	0	0	6	0	0	0	24	1	0	1	6	4	5	4	3	0	14	8	1	2	4	0	0	0	1	5	0	10	16	6	0	2	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu1304	2	0	9	11	4	0	0	0	0	0	3	0	3	0	0	0	0	1	2	0	0	0	19	10	0	1	0	0	0	11	5	4	6	0	0	1	0	0	0	15	8	0	0	2	0	0	5	2	15	0	1	6	15	1	0	0	8	1	11	3	12	3	10	10	20	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Conexibacter	s__
Zotu1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24	0	0	8	0	5	0	8	24	0	3	0	1	8	2	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Xiphinematobacteraceae	g__Candidatus_Xiphinematobacter	s__
Zotu1306	8	0	17	34	1	0	0	0	0	0	6	0	1	0	0	0	0	4	1	4	0	10	11	20	0	0	0	0	0	3	4	2	2	0	0	5	0	0	0	30	4	0	7	5	0	1	2	6	3	7	3	5	3	2	0	0	13	0	28	2	8	24	3	1	17	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1307	12	0	3	2	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	8	0	3	3	6	0	1	0	0	0	0	23	0	0	0	0	2	0	0	0	23	0	0	2	0	1	7	6	0	0	9	5	0	3	5	0	0	1	2	3	1	12	16	1	4	3	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu1308	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1309	1	0	7	0	3	0	0	0	0	0	1	0	2	0	0	0	0	4	0	8	0	0	9	5	0	3	6	0	0	2	2	0	0	0	0	5	0	0	0	10	0	0	16	2	1	0	9	5	3	3	0	1	11	1	0	0	4	0	5	2	0	9	1	7	1	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__Subgroup_2	g__Subgroup_2	s__
Zotu1310	4	1	1	0	5	0	0	0	0	0	4	0	4	0	0	0	0	10	3	1	0	2	0	1	1	2	2	1	0	3	0	1	0	0	1	2	0	0	0	8	0	2	8	2	2	4	3	1	0	6	7	6	5	2	0	0	9	3	6	2	3	6	10	3	2	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__	s__
Zotu1311	0	7	0	0	4	0	9	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	9	10	2	7	9	0	1	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	5	9	0	0	0	1	3	1	11	0	0	8	4	6	0	0	0	1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__	g__	s__
Zotu1312	1	4	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	3	11	0	3	3	1	0	0	0	0	38	0	0	10	0	0	0	0	0	0	2	0	0	32	1	0	0	0	1	0	0	9	0	0	12	0	0	0	0	0	9	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__	s__
Zotu1313	12	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	7	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	3	1	0	22	3	8	2	7	17	0	3	1	0	0	2	8	6	1	6	10	1	0	1	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu1314	2	0	4	3	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	10	7	5	0	0	1	0	0	1	2	0	0	0	0	2	0	0	0	4	0	0	1	1	0	4	1	3	5	1	5	2	0	0	0	0	2	8	10	0	2	4	0	3	43	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Roseiarcus	s__
Zotu1315	3	0	4	12	0	0	0	0	0	0	1	0	3	0	0	0	0	2	2	0	0	5	4	9	0	2	0	0	0	2	1	1	0	0	0	1	0	0	0	11	3	0	3	0	0	0	1	2	0	4	1	0	2	0	0	0	4	2	13	0	9	9	2	1	12	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1316	0	0	0	2	4	0	0	0	0	0	2	0	3	0	0	0	0	3	2	0	0	0	0	0	0	7	3	0	0	2	3	0	1	0	0	10	0	0	0	6	1	0	6	5	0	0	4	0	3	0	0	14	11	3	0	0	2	3	3	8	3	2	7	3	1	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Roseiarcus	s__
Zotu1317	7	0	5	2	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	8	0	2	9	2	0	1	0	0	0	0	25	0	0	0	0	5	0	0	0	17	1	0	1	3	3	4	8	1	0	15	8	2	1	3	0	0	1	1	4	1	7	21	0	1	2	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu1318	5	0	4	10	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	4	8	12	0	0	0	0	0	1	1	1	1	0	0	2	0	0	0	10	0	0	1	2	1	1	1	5	1	6	0	0	2	1	0	0	9	1	7	0	3	7	0	1	10	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1319	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__	s__
Zotu1320	1	4	1	0	11	4	1	0	0	0	1	0	5	0	0	0	0	9	7	0	0	0	2	0	4	9	6	4	1	2	2	4	0	1	1	0	3	1	5	0	3	3	6	2	0	0	1	2	13	0	0	0	2	2	0	0	2	0	1	5	0	0	7	4	1	0	1	0	3	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__
Zotu1321	2	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	8	0	0	5	5	0	9	0	0	3	0	0	2	0	0	0	5	0	0	0	12	0	1	7	1	9	3	8	2	1	2	1	5	6	5	0	0	8	1	5	0	0	6	5	9	11	0	0	0	1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__	s__
Zotu1322	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	2	45	1	1	0	10	44	0	1	0	0	0	0	7	6	0	3	6	0	2	2	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu1323	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	40	0	0	0	4	44	0	0	0	0	0	1	3	4	0	2	7	0	5	2	0	0	0	0	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__	g__	s__
Zotu1324	0	20	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	26	0	0	0	0	0	0	0	0	1	11	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaeraceae	s__
Zotu1325	15	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	10	0	0	4	1	0	1	1	0	0	2	0	0	0	0	0	2	0	0	0	10	0	0	5	3	0	28	2	5	2	8	10	3	3	0	0	0	5	9	12	2	7	13	2	2	1	0	0	0	0	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__Group_1.1c	g__Group_1.1c	s__
Zotu1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Xiphinematobacteraceae	g__Candidatus_Xiphinematobacter	s__
Zotu1327	2	0	9	7	0	0	0	0	0	0	4	0	1	0	0	0	0	1	2	0	0	0	10	1	0	1	0	0	0	7	4	2	3	0	0	3	0	0	0	7	2	0	1	5	1	0	2	3	3	2	0	6	6	3	0	0	3	0	3	0	4	1	3	0	6	0	0	0	0	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__
Zotu1328	0	23	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	21	0	0	0	0	0	0	0	1	3	16	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaeraceae	s__
Zotu1329	5	2	2	0	2	2	0	0	0	0	7	0	3	0	0	0	0	8	2	2	0	7	3	1	1	6	3	2	5	3	3	1	1	0	0	0	1	0	1	22	3	0	6	1	1	13	3	3	0	5	9	13	7	1	0	0	8	3	7	6	3	6	14	4	5	0	0	0	2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__	s__
Zotu1330	4	0	8	3	0	0	0	0	0	0	2	0	3	0	0	0	0	3	0	1	0	1	10	5	0	0	1	0	0	0	26	0	0	0	0	16	0	0	0	19	4	0	4	10	0	1	0	3	0	0	0	2	3	2	0	0	1	3	3	0	7	3	0	3	0	0	0	0	0	d__Bacteria	p__RCP2-54	c__RCP2-54	o__RCP2-54	f__RCP2-54	g__RCP2-54	s__
Zotu1331	0	4	5	1	6	1	5	0	0	1	5	0	10	0	0	0	0	5	4	4	0	0	0	3	1	8	10	0	1	2	6	2	0	1	0	4	0	0	0	2	4	2	4	3	2	1	5	7	3	0	1	7	3	1	0	0	9	3	2	12	0	2	4	2	1	0	0	0	2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__
Zotu1332	0	44	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	63	0	0	0	0	0	1	0	0	2	30	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	d__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaeraceae	s__
Zotu1333	8	2	2	0	1	0	0	0	0	0	2	0	5	0	0	0	0	6	3	2	0	5	3	0	1	1	0	0	1	4	2	1	1	0	0	2	1	2	2	7	0	2	6	1	1	13	3	5	1	9	8	12	9	5	0	0	18	2	3	2	1	9	8	4	8	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__	s__
